BUDGETUNIT,SCHOOLID,SCHOOLNAME,SCHOOLADDR,GOVERNANCE,COLLABORAT,GEOGRAPHIC,MANAGEDBYN,CPSUNIT,1314_NCES,1314_CPS U,1314_ISBE,1314_Oracl,1314_Class,1314_Schoo,1314_S_Typ,1314_Sch_1,1314_Gover,1314_Chart,1314_Grade,1314_Atten,1314_Progr,1314_Ward,1314_Commu,1314_Com_1,1314_IL Se,1314_IL Re,1314_US Co,1314_Geogr,1314_Geo_1,1314_Cook,1314_Censu,X,Y,Location 1
U53041,609679,PROSSER HS,2148 N Long Ave,District,Network 3,Network 3,Network 3,1070,170993000681,1070,150162990250534,53041,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||JROTC||,37,19,Belmont Cragin,2,3,4,Belmont Cragin,26,8,170311912002000,-87.761048315495671,41.920059400056665,"2148 N Long Ave
(41.920059400056, -87.76104831549)"
U70020,609680,PAYTON HS,1034 N Wells St,District,Network 6,Network 6,Network 6,1090,170993003989,1090,150162990250796,70020,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||,27,8,Near North Side,5,9,7,Loop,1,2,170318383002003,-87.635384765641689,41.90157517005467,"1034 N Wells St
(41.901575170054, -87.63538476564)"
U53051,609682,RICHARDS HS,5009 S Laflin St,District,Network 8,Network 8,Network 8,1110,170993000718,1110,150162990250536,53051,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||,16,61,New City,3,6,7,McKinley Park,17,7,170316112002020,-87.662277845279831,41.802881375688173,"5009 S Laflin St
(41.802881375688, -87.66227784527)"
U46431,609691,NORTH-GRAND HS,4338 W Wabansia Ave,District,Network 5,Network 5,Network 5,1140,170993005074,1140,150162990250825,46431,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_Neighborhood||,31,23,Humboldt Park,2,4,4,Humboldt Park,21,8,170312305002003,-87.73523755589855,41.911673692771956,"4338 W Wabansia Ave
(41.911673692772, -87.73523755589)"
U53061,609692,SIMEON HS,8147 S Vincennes Ave,District,Network 11,Network 11,Network 11,1150,170993000758,1150,150162990250537,53061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,21,44,Chatham,16,31,1,Auburn Gresham,5,4,170318424003036,-87.635410368658484,41.745781230693517,"8147 S Vincennes Ave
(41.745781230693, -87.63541036865)"
U53071,609693,GEORGE WESTINGHOUSE HS,3223 W Franklin Blvd,District,Network 5,Network 5,Network 5,1160,170993000798,1160,150162990250857,53071,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_CCA||JROTC||,28,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318367001031,-87.707332308502302,41.889977203665431,"3223 W Franklin Blvd
(41.889977203665, -87.70733230850)"
U46021,609694,HANCOCK HS,4034 W 56th St,District,Network 8,Network 8,Network 8,1200,170993001980,1200,150162990250779,46021,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,13,62,West Elsdon,11,22,3,McKinley Park,17,7,170316203001002,-87.724470464795644,41.791463909369675,"4034 W 56th St
(41.791463909369, -87.72447046479)"
U46031,609695,AMUNDSEN HS,5110 N Damen Ave,District,Network 2,Network 2,Network 2,1210,170993000587,1210,150162990250001,46031,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||AVID||,47,4,Lincoln Square,7,13,5,Ravenswood,30,12,170310404022002,-87.679484215142168,41.975067256994009,"5110 N Damen Ave
(41.975067256994, -87.67948421514)"
U46041,609698,BOGAN HS,3939 W 79th St,District,Network 10,Network 10,OS4,1230,170993000626,1230,150162990250003,46041,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_Neighborhood||,18,70,Ashburn,16,32,1,Ashburn,6,11,170317004012009,-87.721097445803281,41.749375610047629,"3939 W 79th St
(41.749375610047, -87.72109744580)"
U46081,609702,CRANE HS,2245 W Jackson Blvd,District,Network 6,Network 6,Network 6,1270,170993000717,1270,150162990250008,46081,CPS,Regular,"District, non-alternative",HS,District,,HS,11th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318380001026,-87.681973162121949,41.876942300780179,"2245 W Jackson Blvd
(41.876942300780, -87.68197316212)"
U53091,609704,FARRAGUT HS,2345 S Christiana Ave,District,Network 7,Network 7,Network 7,1300,170993000788,1300,150162990250011,53091,CPS,Regular,"District, non-alternative",HS,District,,HS,"PK, 9th-12th",IB||,22,30,South Lawndale,11,21,4,Pilsen - Little Village,16,7,170313008001019,-87.708705632063413,41.848559875059522,"2345 S Christiana Ave
(41.848559875059, -87.70870563206)"
U46111,609705,FENGER HS,11220 S Wallace St,District,Network 13,Network 13,Network 13,1310,170993000792,1310,150162990250012,46111,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,34,49,Roseland,14,28,2,Far South Side,22,5,170314912003013,-87.637572050725211,41.689950725384698,"11220 S Wallace St
(41.689950725384, -87.63757205072)"
U46121,609707,ROBESON HS,6835 S Normal Blvd,District,Network 11,Network 11,Network 11,1320,170993000967,1320,150162990250766,46121,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||,6,68,Englewood,16,32,1,Englewood,4,3,170316812003013,-87.637152717506027,41.769713795989055,"6835 S Normal Blvd
(41.769713795989, -87.63715271750)"
U46131,609708,FOREMAN HS,3235 N LeClaire Ave,District,Network 1,Network 1,Network 1,1330,170993000799,1330,150162990250013,46131,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||CTE_CCA||,30,15,Portage Park,20,39,4,Albany Irving,27,12,170311510012004,-87.754166543406853,41.939796767895196,"3235 N LeClaire Ave
(41.939796767895, -87.75416654340)"
U46141,609709,GAGE PARK HS,5630 S Rockwell St,District,Network 8,Network 8,Network 8,1340,170993000809,1340,150162990250015,46141,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||JROTC||,16,63,Gage Park,1,1,3,McKinley Park,17,7,170318351002004,-87.688953942242051,41.791012839189058,"5630 S Rockwell St
(41.791012839189, -87.68895394224)"
U51021,609710,HARLAN HS,9652 S Michigan Ave,District,Network 12,Network 12,Network 12,1350,170993000851,1350,150162990250016,51021,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||Academic_Center||CTE_CCA||AVID||JROTC||Magnet_Cluster||Pre-Engineering||,6,49,Roseland,17,34,1,Chatham,12,4,170314905002004,-87.620623436526714,41.718372346386843,"9652 S Michigan Ave
(41.718372346386, -87.62062343652)"
U46151,609711,HARPER HS,6520 S Wood St,District,Network 11,Network 11,Network 11,1360,170993000852,1360,150162990250017,46151,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||JROTC||,15,67,West Englewood,3,6,7,Englewood,4,2,170316713001026,-87.669089296043794,41.775124084052827,"6520 S Wood St
(41.775124084052, -87.66908929604)"
U47031,609712,HIRSCH HS,7740 S Ingleside Ave,District,Network 12,Network 12,OS4,1380,170993000879,1380,150162990250019,47031,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||JROTC||CTE_Neighborhood||,8,69,Greater Grand Crossing,3,5,1,South Shore,11,3,170316915003000,-87.601727265903762,41.753747956111454,"7740 S Ingleside Ave
(41.753747956111, -87.60172726590)"
U46171,609713,HYDE PARK HS,6220 S Stony Island Ave,District,Network 9,Network 9,Network 9,1390,170993000893,1390,150162990250021,46171,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB_Wall_to_Wall||AVID||JROTC||CTE_IBCC||,5,42,Woodlawn,13,25,1,Woodlawn,13,3,170314201001023,-87.58661501015095,41.782256927571858,"6220 S Stony Island Ave
(41.782256927571, -87.58661501015)"
U46181,609715,KELLY HS,4136 S California Ave,District,Network 8,Network 8,OS4,1400,170993000920,1400,150162990250022,46181,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_Neighborhood||,14,58,Brighton Park,11,21,4,McKinley Park,17,7,170315805012008,-87.694638659946477,41.818729064121989,"4136 S California Ave
(41.818729064122, -87.69463865994)"
U46191,609716,KELVYN PARK HS,4343 W Wrightwood Ave,District,Network 4,Network 4,Network 4,1410,170993000923,1410,150162990250023,46191,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||CTE_Neighborhood||,31,20,Hermosa,20,39,4,Logan,9,8,170312002002004,-87.735998822036336,41.927918403380652,"4343 W Wrightwood Ave
(41.927918403380, -87.73599882203)"
U46201,609718,KENNEDY HS,6325 W 56th St,District,Network 10,Network 10,Network 10,1420,170993000924,1420,150162990250024,46201,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_Neighborhood||,23,56,Garfield Ridge,11,22,3,MDW,7,11,170315611006006,-87.780839755573112,41.789961252539939,"6325 W 56th St
(41.789961252539, -87.78083975557)"
U46211,609719,LAKE VIEW HS,4015 N Ashland Ave,District,Network 2,Network 2,Network 2,1430,170993000941,1430,150162990250026,46211,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,ECSS||JROTC||STEM||,47,6,Lake View,6,11,5,Ravenswood,30,12,170310601003006,-87.668952689566069,41.954764067815198,"4015 N Ashland Ave
(41.954764067815, -87.66895268956)"
U46221,609720,LANE HS,2501 W Addison St,District,Network 4,Network 4,Network 4,1440,170993000942,1440,150162990250027,46221,CPS,Regular,"District, non-alternative",HS,District,,"ES, HS","7th-8th, 9th-12th",NA||,47,5,North Center,6,11,5,Logan,9,12,170318437001018,-87.691012627305696,41.946644574617856,"2501 W Addison St
(41.946644574617, -87.69101262730)"
U53111,609722,MANLEY HS,2935 W Polk St,District,Network 5,Network 5,Network 5,1460,170993001125,1460,150162990250616,53111,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,28,27,East Garfield Park,5,9,7,Garfield - West Humboldt,20,2,170312718001015,-87.699895590060521,41.870938956927809,"2935 W Polk St
(41.870938956927, -87.69989559006)"
U47041,609723,MARSHALL HS,3250 W Adams St,District,Network 5,Network 5,OS4,1470,170993000972,1470,150162990250029,47041,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170312713001004,-87.708050069995096,41.878444085878847,"3250 W Adams St
(41.878444085878, -87.70805006999)"
U46241,609724,MATHER HS,5835 N Lincoln Ave,District,Network 2,Network 2,Network 2,1480,170993000977,1480,150162990250030,46241,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||,40,2,West Ridge,7,13,5,Ravenswood,30,10,170310207011000,-87.702496395906664,41.98758868236974,"5835 N Lincoln Ave
(41.987588682369, -87.70249639590)"
U46251,609725,MORGAN PARK HS,1744 W Pryor Ave,District,Network 10,Network 10,OS4,1490,170993001002,1490,150162990250031,46251,CPS,Regular,"District, non-alternative",HS,District,,"ES, HS","7th-8th, 9th-12th",IB||,19,75,Morgan Park,14,27,1,Beverly,3,5,170317505003002,-87.665657544959601,41.692035009285739,"1744 W Pryor Ave
(41.692035009285, -87.66565754495)"
U47051,609726,BROOKS HS,250 E 111th St,District,Network 13,Network 13,Network 13,1500,170993002031,1500,150162990250788,47051,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_Neighborhood||,9,49,Roseland,14,28,2,Far South Side,22,5,170314909013022,-87.616352606954592,41.692762528813056,"250 E 111th St
(41.692762528813, -87.61635260695)"
U46261,609727,PHILLIPS HS,244 E Pershing Rd,District,Network 9,Network 9,AUSL,1510,170993001061,1510,150162990250034,46261,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||JROTC||,3,35,Douglas,3,5,1,Bronzeville,15,3,170318396002013,-87.619796345870654,41.82387996859638,"244 E Pershing Rd
(41.823879968596, -87.61979634587)"
U46271,609728,ROOSEVELT HS,3436 W Wilson Ave,District,Network 1,Network 1,Network 1,1520,170993001093,1520,150162990250035,46271,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||JROTC||,33,14,Albany Park,20,40,4,Albany Irving,27,8,170311407023000,-87.714818615874037,41.964827884737673,"3436 W Wilson Ave
(41.964827884737, -87.71481861587)"
U46281,609729,SCHURZ HS,3601 N Milwaukee Ave,District,Network 1,Network 1,Network 1,1530,170993001111,1530,150162990250036,46281,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||AVID||JROTC||,38,16,Irving Park,20,40,5,Albany Irving,27,12,170311611002015,-87.735612110249789,41.946364543374088,"3601 N Milwaukee Ave
(41.946364543374, -87.73561211024)"
U47061,609730,SENN HS,5900 N Glenwood Ave,District,Network 2,Network 2,Network 2,1540,170993001114,1540,150162990250037,47061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet_Cluster||Fine and Performing Arts||IB_Wall_to_Wall||JROTC||,48,77,Edgewater,7,14,9,Ravenswood,30,10,170310305002008,-87.667136189659317,41.989028539029221,"5900 N Glenwood Ave
(41.989028539029, -87.66713618965)"
U46291,609732,STEINMETZ COLLEGE PREP HS,3030 N Mobile Ave,District,Network 3,Network 3,Network 3,1560,170993001139,1560,150162990250041,46291,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||AVID||JROTC||CTE_Neighborhood||,36,19,Belmont Cragin,2,3,5,Belmont Cragin,26,9,170311904011023,-87.783515233031352,41.935633588003562,"3030 N Mobile Ave
(41.935633588003, -87.78351523303)"
U46301,609733,SULLIVAN HS,6631 N Bosworth Ave,District,Network 2,Network 2,Network 2,1570,170993001149,1570,150162990250042,46301,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||,40,1,Rogers Park,7,14,9,Ravenswood,30,10,170318306001000,-87.669192145632323,42.002687559044602,"6631 N Bosworth Ave
(42.002687559044, -87.66919214563)"
U46311,609734,TAFT HS,6530 W Bryn Mawr Ave,District,Network 1,Network 1,Network 1,1580,170993001153,1580,150162990250043,46311,CPS,Regular,"District, non-alternative",HS,District,,"ES, HS","7th-8th, 9th-12th",IB_Wall_to_Wall||,41,10,Norwood Park,10,20,5,Sauganash,28,9,170311003001009,-87.791547248887312,41.982960986631305,"6530 W Bryn Mawr Ave
(41.982960986631, -87.79154724888)"
U53121,609735,TILDEN HS,4747 S Union Ave,District,Network 8,Network 8,OS4,1590,170993001161,1590,150162990250044,53121,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||CTE_Neighborhood||,11,61,New City,3,6,3,McKinley Park,17,11,170318438001007,-87.642966483685129,41.807510071707711,"4747 S Union Ave
(41.807510071707, -87.64296648368)"
U66021,609736,DYETT HS,555 E 51st St,District,Network 9,Network 9,Network 9,1600,170993004265,1600,150162990250798,66021,CPS,Regular,"District, non-alternative",HS,District,,HS,11th-12th,NA||,4,40,Washington Park,13,26,1,Bronzeville,15,3,170318361003000,-87.611930728370837,41.802077234609399,"555 E 51st St
(41.802077234609, -87.61193072837)"
U47081,609737,VON STEUBEN HS,5039 N Kimball Ave,District,Network 1,Network 1,Network 1,1610,170993001180,1610,150162990250046,47081,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet||,39,13,North Park,8,15,5,Albany Irving,27,12,170318318004000,-87.713386253250235,41.973185048594814,"5039 N Kimball Ave
(41.973185048594, -87.71338625325)"
U46321,609738,LINCOLN PARK HS,2001 N Orchard St,District,Network 4,Network 4,Network 4,1620,170993001185,1620,150162990250047,46321,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB_Wall_to_Wall||JROTC||,43,7,Lincoln Park,5,10,5,Lincoln Park,29,10,170310712002007,-87.646009359771298,41.918268311668214,"2001 N Orchard St
(41.918268311668, -87.64600935977)"
U46331,609739,WASHINGTON HS,3535 E 114th St,District,Network 13,Network 13,Network 13,1630,170993001189,1630,150162990250048,46331,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||,10,52,East Side,13,25,2,Far East Side,2,4,170315206001060,-87.537570300149113,41.688136936429608,"3535 E 114th St
(41.688136936429, -87.53757030014)"
U51071,609740,WELLS HS,936 N Ashland Ave,District,Network 6,Network 6,Network 6,1640,170993001192,1640,150162990250049,51071,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||JROTC||,1,24,West Town,2,4,5,Near North,10,1,170312421003000,-87.667482868705349,41.898994708210594,"936 N Ashland Ave
(41.898994708210, -87.66748286870)"
U46341,609741,HUBBARD HS,6200 S Hamlin Ave,District,Network 10,Network 10,Network 10,1670,170993000889,1670,150162990250020,46341,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||JROTC||CTE_Neighborhood||,13,65,West Lawn,11,22,3,Chicago Lawn,8,7,170316501003011,-87.718013743403844,41.780526387480023,"6200 S Hamlin Ave
(41.78052638748, -87.71801374340)"
U49021,609744,NORTHSIDE LEARNING HS,3730 W Bryn Mawr Ave,District,Network 1,Network 1,Network 1,1690,170993000999,1690,150162990253743,49021,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,NA||,39,13,North Park,8,15,5,Albany Irving,27,10,170311301002015,-87.722386215708624,41.982972522183999,"3730 W Bryn Mawr Ave
(41.982972522184, -87.72238621570)"
U49031,609745,SOUTHSIDE HS,7342 S Hoyne Ave,District,Network 11,Network 11,Network 11,1700,170993005305,1700,150162990253765,49031,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,NA||,17,67,West Englewood,16,31,1,Englewood,4,3,170316720004008,-87.67594676754257,41.759852428832573,"7342 S Hoyne Ave
(41.759852428832, -87.67594676754)"
U46361,609746,KENWOOD HS,5015 S Blackstone Ave,District,Network 9,Network 9,Network 9,1710,170993000925,1710,150162990250025,46361,CPS,Regular,"District, non-alternative",HS,District,,"ES, HS","7th-8th, 9th-12th",NA||,4,39,Kenwood,13,25,1,Hyde Park,14,3,170313907002006,-87.590420889673752,41.803772119550189,"5015 S Blackstone Ave
(41.803772119550, -87.59042088967)"
U49041,609748,YORK HS,2700 S California Ave,District,Network 7,Network 7,Options,1730,170993000693,1730,150162990253600,49041,Option,CPS,Alternative/District,HS,District,,HS,9th-12th,NA||,12,30,South Lawndale,11,21,7,Pilsen - Little Village,16,2,170318435001023,-87.695261015465789,41.842533348782339,"2700 S California Ave
(41.842533348782, -87.69526101546)"
U46061,609749,NORTHSIDE PREP HS,5501 N Kedzie Ave,District,Network 1,Network 1,Network 1,1740,170993003481,1740,150162990250794,46061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_Neighborhood||,40,13,North Park,7,13,5,Albany Irving,27,12,170318318005000,-87.708707800284714,41.981315282997819,"5501 N Kedzie Ave
(41.981315282997, -87.70870780028)"
U49051,609750,SIMPSON HS,1321 S Paulina St,District,Network 6,Network 6,Options,1750,170993004383,1750,150162990253732,49051,Option,CPS,Alternative/District,HS,District,,HS,10th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318429004065,-87.668722229290594,41.864365483188145,"1321 S Paulina St
(41.864365483188, -87.66872222929)"
U46371,609751,KING HS,4445 S Drexel Blvd,District,Network 9,Network 9,Network 9,1760,170993000931,1760,150162990250039,46371,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_Neighborhood||,4,39,Kenwood,13,25,7,Bronzeville,15,3,170313903002009,-87.603873861501114,41.813675452905962,"4445 S Drexel Blvd
(41.813675452906, -87.60387386150)"
U47091,609753,CHGO AG HS,3857 W 111th St,District,Network 10,Network 10,Network 10,1790,170993005147,1790,150162990250772,47091,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet||CTE_Neighborhood||,19,74,Mount Greenwood,18,35,1,Beverly,3,11,170317404003008,-87.717769672587622,41.691220742229994,"3857 W 111th St
(41.69122074223, -87.71776967258)"
U70070,609754,CHGO MILITARY ACAD HS,3519 S Giles Ave,District,Network 9,Network 9,Military,1800,170993003487,1800,150162990250795,70070,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,2,35,Douglas,3,5,1,Bronzeville,15,3,170318396002000,-87.619215542759946,41.830554977924493,"3519 S Giles Ave
(41.830554977924, -87.61921554275)"
U47101,609755,YOUNG HS,211 S Laflin St,District,Network 6,Network 6,Network 6,1810,170993000714,1810,150162990250764,47101,CPS,Regular,"District, non-alternative",HS,District,,"ES, HS","7th-8th, 9th-12th",NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318331003031,-87.66423334279979,41.878602533533289,"211 S Laflin St
(41.878602533533, -87.66423334279)"
U53101,609756,CURIE HS,4959 S Archer Ave,District,Network 8,Network 8,Network 8,1820,170993001198,1820,150162990250617,53101,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet||IB||CTE_CCA||JROTC||,14,57,Archer Heights,1,1,4,McKinley Park,17,7,170315704002002,-87.72204165486481,41.803060207317145,"4959 S Archer Ave
(41.803060207317, -87.72204165486)"
U51091,609759,CLEMENTE HS,1147 N Western Ave,District,Network 5,Network 5,OS4,1840,170993001086,1840,150162990250545,51091,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB_Wall_to_Wall||JROTC||CTE_IBCC||,1,24,West Town,2,4,5,Humboldt Park,21,12,170312424001001,-87.686906146413435,41.902625792174845,"1147 N Western Ave
(41.902625792174, -87.68690614641)"
U46381,609760,CARVER MILITARY,13100 S Doty Ave,District,Network 13,Network 13,Military,1850,170993000671,1850,150162990250006,46381,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,9,54,Riverdale,17,34,2,Far South Side,22,4,170315401022003,-87.590620384946362,41.656289951784679,"13100 S Doty Ave
(41.656289951784, -87.59062038494)"
U46391,609761,CORLISS HS,821 E 103rd St,District,Network 13,Network 13,Network 13,1860,170993001072,1860,150162990250543,46391,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,ECSS||JROTC||STEM||,9,50,Pullman,17,34,2,Far South Side,22,4,170315002001003,-87.601215876570748,41.706659617132871,"821 E 103rd St
(41.706659617132, -87.60121587657)"
U46401,609762,JULIAN HS,10330 S Elizabeth St,District,Network 10,Network 10,Network 10,1870,170993000895,1870,150162990250763,46401,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||,21,73,Washington Heights,14,27,1,Beverly,3,4,170317307002017,-87.653749211069226,41.705858936649776,"10330 S Elizabeth St
(41.705858936649, -87.65374921106)"
U46421,609764,JUAREZ HS,2150 S Laflin St,District,Network 7,Network 7,OS4,1890,170993000722,1890,150162990250767,46421,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||JROTC||IB,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,7,170313107001020,-87.663732446573633,41.852666600158038,"2150 S Laflin St
(41.852666600158, -87.66373244657)"
U49081,609766,VAUGHN HS,4355 N Linder Ave,District,Network 1,Network 1,Network 1,1920,170993001018,1920,150162990253753,49081,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,CTE_Neighborhood||,38,15,Portage Park,10,19,5,Albany Irving,27,12,170311503006015,-87.764663173147909,41.960363796892267,"4355 N Linder Ave
(41.960363796892, -87.76466317314)"
U49091,609768,HOPE PREP HS,5515 S Lowe Ave,District,Network 11,Network 11,Network 11,1940,170993004266,1940,150162990250799,49091,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||CTE_Neighborhood||,3,68,Englewood,3,6,7,Englewood,4,2,170318347003007,-87.641244109741237,41.79355346753222,"5515 S Lowe Ave
(41.793553467532, -87.64124410974)"
U49101,609769,"GRAHAM,R HS",2347 S Wabash Ave,District,Network 6,Network 6,Network 6,1950,170993001076,1950,150162990253715,49101,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,NA||,2,33,Near South Side,3,5,7,Loop,1,3,170318410001028,-87.625314815774274,41.84967541803649,"2347 S Wabash Ave
(41.849675418036, -87.62531481577)"
U22021,609772,ADDAMS,10810 S Avenue H,District,Network 13,Network 13,Network 13,2020,170993000884,2020,150162990252051,22021,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,10,52,East Side,13,25,2,Far East Side,2,4,170315205001002,-87.532976041859612,41.69873880028058,"10810 S Avenue H
(41.698738800280, -87.53297604185)"
U22031,609773,AGASSIZ,2851 N Seminary Ave,District,Network 4,Network 4,Network 4,2030,170993000763,2030,150162990252052,22031,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,44,6,Lake View,6,12,5,Lincoln Park,29,10,170310629002002,-87.656228667864966,41.934126298153686,"2851 N Seminary Ave
(41.934126298153, -87.65622866786)"
U22061,609777,ARMOUR,950 W 33rd Pl,District,Network 6,Network 6,Network 6,2070,170993001001,2070,150162990252058,22061,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,11,60,Bridgeport,1,2,3,Bridgeport - Chinatown,18,11,170318397003002,-87.650653155932488,41.833853909932913,"950 W 33rd Pl
(41.833853909932, -87.65065315593)"
U22081,609779,"ARMSTRONG, G",2110 W Greenleaf Ave,District,Network 2,Network 2,Network 2,2080,170993001181,2080,150162990252059,22081,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,50,2,West Ridge,8,16,9,Ravenswood,30,13,170310204001005,-87.684441827227147,42.010149984390132,"2110 W Greenleaf Ave
(42.010149984390, -87.68444182722)"
U41111,609780,MARINE ACAD AT AMES,1920 N Hamlin Ave,District,Network 4,Network 4,Military,2090,170993002618,2090,150162990252912,41111,CPS,Regular,"District, non-alternative",MS,District,,ES,7th-8th,NA||,26,22,Logan Square,2,4,4,Logan,9,8,170312229001004,-87.721742317367486,41.916044633604514,"1920 N Hamlin Ave
(41.916044633604, -87.72174231736)"
U31021,609781,ATTUCKS,5055 S State St,District,Network 9,Network 9,Network 9,2100,170993000645,2100,150162990252061,31021,CPS,Regular,"District, non-alternative",ES,District,,ES,1st-8th,NA||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313818001010,-87.625783386106761,41.802112606809331,"5055 S State St
(41.802112606809, -87.62578338610)"
U22091,609782,AUDUBON,3500 N Hoyne Ave,District,Network 4,Network 4,Network 4,2110,170993000581,2110,150162990252062,22091,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,47,5,North Center,6,11,5,Lincoln Park,29,12,170310508001011,-87.681041053260316,41.945062225026938,"3500 N Hoyne Ave
(41.945062225026, -87.68104105326)"
U30011,609783,JEFFERSON ALT HS,1100 S Hamilton Ave,District,Network 6,Network 6,Options,2120,170993000894,2120,150162990253075,30011,Option,CPS,Alternative/District,HS,District,,ES-HS,8th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318382002026,-87.680417555138561,41.867832285759022,"1100 S Hamilton Ave
(41.867832285759, -87.68041755513)"
U22101,609786,AVALON PARK,8045 S Kenwood Ave,District,Network 12,Network 12,Network 12,2130,170993000582,2130,150162990252063,22101,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,8,45,Avalon Park,17,33,1,Chatham,12,4,170318343002040,-87.591653810664042,41.748246994405996,"8045 S Kenwood Ave
(41.748246994406, -87.59165381066)"
U22131,609788,BARNARD,10354 S Charles St,District,Network 10,Network 10,OS4,2150,170993000585,2150,150162990252066,22131,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,IB||,19,72,Beverly,18,35,1,Beverly,3,11,170317207002002,-87.658074224218595,41.70513101172682,"10354 S Charles St
(41.705131011726, -87.65807422421)"
